ORDER_DATE,ORDER_ID,CATEGORY,CUSTOMER,GRAND_TOTAL
2022-12-31,A1958,Belleza,283639,696727
2022-12-19,A1959,Muebles,375607,238612
2022-12-31,A1960,Belleza,674916,220388
2022-12-12,A1961,Belleza,868504,971407
2023-02-20,A1962,Muebles,94622,834281
2022-12-22,A1963,Herramientas,308912,803927
2023-02-19,A1964,Decoración,428411,129157
2023-02-10,A1965,Belleza,333660,832835
2023-01-03,A1966,Belleza,627231,206481
2023-01-12,A1967,Decoración,31922,891417
2022-12-25,A1968,Decoración,451635,371376
2023-01-17,A1969,Herramientas,115441,393960
2023-01-31,A1970,Decoración,658641,840403
2023-01-21,A1971,Belleza,762011,85742
2022-12-21,A1972,Belleza,853862,882189
2023-01-13,A1973,Muebles,966922,653918
2023-01-06,A1974,Muebles,816529,571113
2023-02-12,A1975,Herramientas,846203,664636
2022-12-17,A1976,Belleza,848458,387782
2023-02-08,A1977,Decoración,806246,308785
2022-12-26,A1978,Muebles,911150,429425
2023-01-10,A1979,Smartphones,359862,679342
2022-12-15,A1980,Herramientas,405376,796712
2023-01-24,A1981,Ropa,725000,951659
2022-12-28,A1982,Muebles,778023,773713
2022-12-09,A1983,Belleza,451420,706755
2023-02-21,A1984,Smartphones,381766,748163
2023-02-24,A1985,Smartphones,839230,887894
2023-01-27,A1986,Decoración,976567,796126
2023-02-16,A1987,Muebles,653171,396222
2023-01-08,A1988,Herramientas,797370,637296
2023-02-07,A1989,Belleza,572066,596077
2023-02-06,A1990,Muebles,76712,677837
2023-01-30,A1991,Muebles,83729,507147
2023-01-21,A1992,Ropa,23828,73215
2023-01-10,A1993,Muebles,487562,198828
2022-12-17,A1994,Smartphones,903109,688503
2023-01-17,A1995,Herramientas,287529,626998
2022-12-16,A1996,Smartphones,253060,554439
2023-01-19,A1997,Decoración,776801,88257
2023-02-28,A1998,Herramientas,519336,99553
2022-12-16,A1999,Herramientas,698995,354326
2023-01-29,A2000,Muebles,971986,744965
2023-02-16,A2001,Decoración,624464,390225
2023-02-11,A2002,Muebles,446221,309950
2023-01-14,A2003,Decoración,259359,450972
2023-02-08,A2004,Herramientas,111566,969311
2023-01-13,A2005,Decoración,516652,111625
2023-02-04,A2006,Ropa,596208,100991
2023-01-02,A2007,Herramientas,581908,130094
2022-12-11,A2008,Decoración,835216,83669
2022-12-25,A2009,Belleza,808041,785841
2022-12-22,A2010,Decoración,812405,182850
2023-01-22,A2011,Smartphones,584636,579772
2022-12-09,A2012,Smartphones,504682,295094
2023-02-16,A2013,Belleza,742315,126093
2023-02-26,A2014,Ropa,471649,792519
2022-12-15,A2015,Herramientas,896612,449161
2023-01-13,A2016,Muebles,583863,553567
2022-12-06,A2017,Belleza,248318,801705
2023-02-01,A2018,Ropa,859652,820496
2022-12-07,A2019,Decoración,584072,277197
2023-01-10,A2020,Belleza,496518,98124
2022-12-03,A2021,Herramientas,795117,905512
2022-12-17,A2022,Herramientas,739849,397193
2022-12-15,A2023,Muebles,820886,809950
2022-12-27,A2024,Belleza,733966,364885
2023-01-16,A2025,Ropa,937370,778894
2023-02-15,A2026,Muebles,385672,660792
2022-12-17,A2027,Ropa,112569,658006
2023-02-17,A2028,Smartphones,579568,427295
2023-01-25,A2029,Herramientas,648340,193924
2022-12-29,A2030,Decoración,913180,542435
2023-02-11,A2031,Belleza,273701,347949
2023-01-24,A2032,Smartphones,715844,935787
2023-01-03,A2033,Herramientas,427035,207437
2023-01-11,A2034,Ropa,714128,63167
2023-01-04,A2035,Smartphones,654170,78355
2023-01-14,A2036,Decoración,717129,273823
2023-02-06,A2037,Smartphones,181965,159851
2022-12-30,A2038,Ropa,148062,740091
2023-01-05,A2039,Muebles,652654,599715
2022-12-12,A2040,Belleza,792222,162988
2023-01-31,A2041,Herramientas,327046,743648
2022-12-26,A2042,Belleza,785803,936773
2023-01-01,A2043,Belleza,723842,327757
2022-12-15,A2044,Smartphones,231004,723326
2023-01-07,A2045,Herramientas,933405,632240
2023-01-30,A2046,Smartphones,952010,140801
2022-12-27,A2047,Muebles,838990,534088
2023-01-13,A2048,Belleza,724443,974905
2023-02-03,A2049,Ropa,285937,98148
2022-12-27,A2050,Ropa,748563,421497
2023-02-25,A2051,Herramientas,476167,709761
2023-01-29,A2052,Belleza,936540,111740
2023-01-24,A2053,Herramientas,452221,466187
2022-12-15,A2054,Belleza,56060,970268
2022-12-19,A2055,Smartphones,879239,54778
2023-01-02,A2056,Smartphones,476833,994414
2023-02-28,A2057,Belleza,60385,968984
2023-01-24,A2058,Ropa,266856,784871
2023-02-11,A2059,Herramientas,509495,284194
2023-02-20,A2060,Herramientas,280444,273039
2023-02-21,A2061,Ropa,624682,854029
2023-02-13,A2062,Belleza,119996,781791
2022-12-04,A2063,Belleza,431324,81419
2023-02-26,A2064,Muebles,458916,158168
2023-01-23,A2065,Decoración,459743,816091
2023-01-10,A2066,Belleza,645836,145318
2022-12-16,A2067,Belleza,913994,419770
2022-12-19,A2068,Muebles,920831,683710
2023-02-16,A2069,Herramientas,33697,415682
2023-02-05,A2070,Herramientas,60882,207761
2022-12-11,A2071,Decoración,447181,638415
2022-12-24,A2072,Muebles,813796,97840
2023-01-18,A2073,Belleza,6151,669750
2023-01-07,A2074,Ropa,792355,895432
2023-02-26,A2075,Muebles,986141,575857
2023-01-03,A2076,Belleza,525251,399019
2022-12-07,A2077,Belleza,60638,290165
2023-01-28,A2078,Ropa,84727,391493
2022-12-03,A2079,Herramientas,82577,157948
2022-12-24,A2080,Decoración,830758,705124
2023-01-11,A2081,Ropa,526097,264570
2023-01-22,A2082,Decoración,471273,440891
2023-01-03,A2083,Herramientas,456276,364868
2022-12-20,A2084,Belleza,216396,693383
2023-01-10,A2085,Decoración,147896,677444
2023-02-19,A2086,Decoración,408344,448456
2023-01-04,A2087,Belleza,511203,508276
2023-01-31,A2088,Smartphones,491371,484374
2023-02-05,A2089,Smartphones,999390,668819
2022-12-20,A2090,Herramientas,2002,210920
2022-12-29,A2091,Muebles,622735,934162
2022-12-25,A2092,Decoración,254963,483573
2023-01-15,A2093,Ropa,937793,374548
2023-01-18,A2094,Herramientas,799819,632477
2023-02-06,A2095,Herramientas,285094,248758
2022-12-09,A2096,Decoración,347786,291382
2023-01-03,A2097,Belleza,509273,889254
2022-12-20,A2098,Ropa,733705,542084
2022-12-15,A2099,Ropa,119552,392391
2023-02-11,A2100,Herramientas,303289,226428
2023-02-14,A2101,Smartphones,363997,466272
2023-02-16,A2102,Herramientas,760718,462526
2023-01-10,A2103,Ropa,350582,56769
2023-02-12,A2104,Herramientas,754677,450284
2022-12-29,A2105,Belleza,771384,494588
2022-12-15,A2106,Decoración,194774,115652
2023-02-09,A2107,Smartphones,200224,927876
2023-02-12,A2108,Ropa,404749,264312
2023-01-14,A2109,Ropa,657071,229708
2023-02-14,A2110,Belleza,504752,433688
2022-12-29,A2111,Decoración,943515,621938
2023-02-19,A2112,Ropa,351596,866188
2023-02-19,A2113,Smartphones,585171,887896
2023-01-19,A2114,Smartphones,262511,768471
2023-01-25,A2115,Muebles,418261,921253
2022-12-27,A2116,Smartphones,373025,703679
2023-02-17,A2117,Decoración,706452,496875
2023-02-03,A2118,Herramientas,643681,51782
2023-01-26,A2119,Smartphones,874218,102498
2023-02-06,A2120,Decoración,507497,599274
2023-02-12,A2121,Ropa,120673,578945
2023-01-17,A2122,Muebles,179368,94675
2023-02-13,A2123,Ropa,630648,844041
2023-01-07,A2124,Muebles,882538,601828
2023-01-03,A2125,Muebles,875691,402996
2023-01-05,A2126,Smartphones,930742,236969
2022-12-31,A2127,Smartphones,363005,660888
2022-12-08,A2128,Belleza,266170,336771
2023-01-23,A2129,Ropa,323948,875164
2022-12-06,A2130,Smartphones,936148,644743
2022-12-27,A2131,Belleza,578328,622550
2022-12-21,A2132,Decoración,141285,241229
2023-02-25,A2133,Decoración,762118,857271
2023-01-24,A2134,Decoración,432229,994267
2023-02-08,A2135,Belleza,377601,816974
2022-12-28,A2136,Decoración,346082,583266
2022-12-22,A2137,Belleza,826032,996812
2022-12-22,A2138,Smartphones,924337,938461
2023-02-20,A2139,Muebles,397039,213892
2023-01-01,A2140,Smartphones,759042,596056
2022-12-18,A2141,Decoración,513109,476426
2023-01-27,A2142,Smartphones,908048,86129
2022-12-31,A2143,Smartphones,565218,86823
2022-12-28,A2144,Muebles,619740,341799
2022-12-18,A2145,Belleza,431562,393992
2023-01-14,A2146,Ropa,454747,371909
2022-12-17,A2147,Smartphones,321308,407241
2022-12-06,A2148,Herramientas,314088,380969
2022-12-23,A2149,Belleza,64852,999830
2023-02-03,A2150,Smartphones,200621,711886
2023-01-22,A2151,Herramientas,432007,174929
2022-12-30,A2152,Muebles,862686,583104
2022-12-30,A2153,Ropa,204994,905726
2022-12-06,A2154,Ropa,846912,960371
2023-01-31,A2155,Muebles,568958,867573
2022-12-09,A2156,Herramientas,995643,834519
2023-02-27,A2157,Belleza,834241,591164
2023-01-19,A2158,Muebles,341135,591599
2022-12-19,A2159,Herramientas,69783,835161
2023-02-15,A2160,Herramientas,351299,537646
2022-12-25,A2161,Muebles,912577,344096
2023-01-06,A2162,Smartphones,974961,943436
2023-02-16,A2163,Herramientas,944418,507086
2023-01-29,A2164,Ropa,207280,158490
2023-01-01,A2165,Ropa,110088,136129
2023-03-03,A2166,Belleza,705733,750116
2023-01-14,A2167,Herramientas,237523,375116
2023-02-05,A2168,Herramientas,252021,770131
2022-12-03,A2169,Belleza,520871,221674
2023-01-24,A2170,Belleza,409983,208210
2023-01-13,A2171,Ropa,852128,63342
2023-03-03,A2172,Smartphones,768956,418007
2022-12-12,A2173,Smartphones,702088,549675
2022-12-19,A2174,Smartphones,503026,593829
2023-01-21,A2175,Smartphones,561378,412255
2023-01-31,A2176,Muebles,632970,397036
2023-01-21,A2177,Muebles,217465,175800
2023-01-26,A2178,Ropa,583889,108940
2023-01-28,A2179,Herramientas,77212,854967
2023-01-18,A2180,Muebles,219477,123556
2023-02-17,A2181,Muebles,43887,88558
2022-12-14,A2182,Smartphones,150790,266392
2023-02-06,A2183,Belleza,537241,796678
2023-01-03,A2184,Smartphones,307026,691390
2023-02-26,A2185,Muebles,494989,708498
2023-02-24,A2186,Belleza,371551,437912
2023-02-22,A2187,Ropa,26289,137027
2023-02-25,A2188,Ropa,750395,780775
2023-01-29,A2189,Decoración,337738,662317
2023-02-16,A2190,Ropa,577454,195941
2022-12-23,A2191,Belleza,141924,423121
2022-12-14,A2192,Muebles,829169,576917
2022-12-26,A2193,Herramientas,532763,728471
2023-02-20,A2194,Herramientas,587412,994322
2022-12-10,A2195,Smartphones,270820,584280
2023-02-01,A2196,Belleza,754079,700922
2022-12-13,A2197,Belleza,318732,378656
2023-01-21,A2198,Herramientas,291447,596510
2023-02-09,A2199,Smartphones,497582,902716
2022-12-18,A2200,Decoración,353411,153721
2023-01-17,A2201,Smartphones,551948,325034
2023-01-31,A2202,Decoración,826213,410009
2022-12-05,A2203,Smartphones,798038,671603
2023-01-15,A2204,Muebles,261967,390978
2023-02-03,A2205,Decoración,310276,784572
2023-02-09,A2206,Smartphones,771100,711066
2023-02-01,A2207,Herramientas,510361,764124
2023-01-05,A2208,Ropa,805148,793462
2023-01-26,A2209,Smartphones,588748,609836
2023-01-28,A2210,Belleza,68534,941649
2023-02-14,A2211,Decoración,729691,749443
2023-01-14,A2212,Herramientas,401664,401986
2022-12-21,A2213,Ropa,885147,886182
2023-03-03,A2214,Decoración,221770,874180
2023-02-12,A2215,Herramientas,670003,305637
2023-02-24,A2216,Smartphones,894664,470291
2023-01-29,A2217,Ropa,274855,57392
2023-02-12,A2218,Decoración,618648,798193
2023-02-28,A2219,Belleza,831501,376712
2023-01-31,A2220,Ropa,32657,858685
2023-02-19,A2221,Herramientas,189768,144537
2023-01-24,A2222,Smartphones,212526,651941
2023-01-07,A2223,Belleza,625301,83118
2023-01-18,A2224,Decoración,49892,851247
2023-01-10,A2225,Decoración,475506,903914
2022-12-14,A2226,Decoración,63671,389000
2022-12-16,A2227,Decoración,237335,860629
2023-02-02,A2228,Belleza,398429,428354
2023-02-28,A2229,Belleza,100693,303381
2022-12-22,A2230,Belleza,203430,332707
2023-01-19,A2231,Decoración,126392,440889
2023-01-02,A2232,Belleza,663216,659066
2023-01-10,A2233,Belleza,986939,552124
2023-02-16,A2234,Decoración,936091,592626
2023-01-07,A2235,Herramientas,19790,477852
2023-02-11,A2236,Muebles,823755,106051
2022-12-12,A2237,Smartphones,884674,337493
2023-01-10,A2238,Decoración,231070,669421
2023-01-25,A2239,Smartphones,918875,129048
2023-02-05,A2240,Belleza,996988,276799
2022-12-19,A2241,Muebles,935190,821109
2023-01-02,A2242,Decoración,989060,258235
2023-02-24,A2243,Herramientas,835459,554201
2023-02-27,A2244,Decoración,340875,344781
2023-01-09,A2245,Belleza,25496,362831
2022-12-04,A2246,Decoración,17629,180272
2023-02-18,A2247,Belleza,811913,115755
2022-12-28,A2248,Decoración,124906,870457
2023-02-26,A2249,Smartphones,944077,119048
2023-01-29,A2250,Ropa,241369,222854
2023-02-10,A2251,Muebles,273260,127280
2023-02-19,A2252,Smartphones,246498,797947
2023-02-03,A2253,Ropa,816436,935080
2023-02-08,A2254,Smartphones,694454,625271
2022-12-13,A2255,Belleza,449763,506017
2023-01-15,A2256,Belleza,86448,911797
2023-01-26,A2257,Herramientas,811804,786817
2022-12-31,A2258,Muebles,375468,725225
2023-02-27,A2259,Smartphones,561523,311169
2023-02-12,A2260,Smartphones,9823,540959
2023-02-17,A2261,Smartphones,58884,311031
2023-02-16,A2262,Muebles,101669,523402
2022-12-06,A2263,Muebles,620324,174609
2023-02-22,A2264,Herramientas,628096,238771
2022-12-27,A2265,Herramientas,674133,260061
2023-01-02,A2266,Ropa,8549,471180
2023-02-14,A2267,Ropa,544791,660229
2023-01-14,A2268,Ropa,33198,537622
2022-12-21,A2269,Herramientas,938781,856239
2023-01-27,A2270,Belleza,510538,888483
2023-01-03,A2271,Muebles,27886,608460
2023-02-15,A2272,Belleza,575793,448450
2022-12-31,A2273,Smartphones,34181,865509
2023-01-31,A2274,Herramientas,744045,139837
2022-12-18,A2275,Decoración,920272,276290
2023-01-20,A2276,Belleza,258423,566118
2023-01-15,A2277,Smartphones,160878,676105
2023-02-23,A2278,Ropa,142902,805375
2022-12-07,A2279,Belleza,898920,217546
2022-12-29,A2280,Herramientas,454050,232857
2022-12-24,A2281,Smartphones,858127,148683
2023-01-05,A2282,Herramientas,941375,810800
2023-01-11,A2283,Smartphones,704831,262745
2023-02-09,A2284,Smartphones,403310,201284
2023-02-27,A2285,Herramientas,454603,650070
2023-01-31,A2286,Decoración,412798,784420
2022-12-26,A2287,Muebles,875930,745139
2023-01-06,A2288,Belleza,240156,747128
2023-02-25,A2289,Ropa,184762,223177
2023-02-25,A2290,Muebles,965558,652401
2023-01-17,A2291,Muebles,399780,388807
2022-12-11,A2292,Smartphones,350964,556771
2023-01-06,A2293,Muebles,853933,786803
2023-01-23,A2294,Herramientas,113386,892201
2023-01-22,A2295,Belleza,295472,289898
2022-12-25,A2296,Belleza,593866,108451
2023-01-17,A2297,Belleza,395395,774227
2023-02-28,A2298,Belleza,948539,170517
2022-12-03,A2299,Smartphones,54617,101072
2023-01-30,A2300,Muebles,148911,808469
2023-01-23,A2301,Smartphones,134128,200659
2023-01-07,A2302,Muebles,70364,232878
2022-12-22,A2303,Muebles,363339,678164
2023-02-06,A2304,Decoración,454482,356282
2023-01-09,A2305,Ropa,185963,302602
2023-01-24,A2306,Belleza,713454,745160
2022-12-06,A2307,Belleza,255855,475130
2022-12-24,A2308,Smartphones,45238,696112
2023-01-29,A2309,Muebles,611096,587592
2022-12-31,A2310,Herramientas,367647,508672
2023-01-27,A2311,Herramientas,283771,635757
2023-02-14,A2312,Herramientas,549308,843076
2023-01-25,A2313,Belleza,952399,343367
2022-12-31,A2314,Herramientas,268132,975147
2022-12-15,A2315,Ropa,765535,376748
2022-12-20,A2316,Ropa,509640,130958
2023-01-14,A2317,Muebles,80315,808614
2023-01-19,A2318,Muebles,202138,497362
2022-12-10,A2319,Ropa,858630,752191
2023-02-22,A2320,Herramientas,992324,311217
2023-02-14,A2321,Smartphones,585657,581413
2023-02-13,A2322,Ropa,959847,135189
2023-03-02,A2323,Decoración,950475,165713
2023-02-16,A2324,Ropa,833013,84438
2022-12-27,A2325,Belleza,809549,877254
2023-01-25,A2326,Smartphones,969901,354490
2023-02-25,A2327,Muebles,568204,283213
2023-02-23,A2328,Decoración,917433,301452
2023-01-12,A2329,Ropa,887905,862336
2022-12-27,A2330,Ropa,862095,337339
2023-01-10,A2331,Belleza,782609,324959
2023-01-02,A2332,Herramientas,483560,864537
2023-01-15,A2333,Ropa,478487,366104
2023-02-22,A2334,Ropa,837793,492915
2022-12-22,A2335,Belleza,184676,864078
2023-01-15,A2336,Decoración,211944,389204
2022-12-29,A2337,Smartphones,84920,491443
2022-12-21,A2338,Decoración,158273,78169
2022-12-16,A2339,Belleza,483917,561688
2022-12-27,A2340,Ropa,119412,422579
2023-03-01,A2341,Muebles,177618,272164
2022-12-07,A2342,Herramientas,319336,941405
2022-12-22,A2343,Ropa,124189,302910
2022-12-07,A2344,Belleza,872818,894044
2022-12-15,A2345,Belleza,773261,694847
2022-12-28,A2346,Smartphones,339292,372634
2022-12-20,A2347,Decoración,943102,231050
2023-01-30,A2348,Ropa,498954,403273
2023-01-12,A2349,Herramientas,261868,335030
2023-02-28,A2350,Decoración,950039,896412
2023-02-01,A2351,Decoración,899976,566968
2023-01-20,A2352,Decoración,504204,472710
2023-01-26,A2353,Decoración,477726,852754
2023-01-28,A2354,Smartphones,634708,303426
2022-12-17,A2355,Muebles,938709,66899
2022-12-24,A2356,Muebles,128378,383882
2023-01-13,A2357,Ropa,788853,61233
2023-02-10,A2358,Belleza,211699,850059
2022-12-25,A2359,Smartphones,968512,563084
2022-12-20,A2360,Decoración,913265,966155
2022-12-25,A2361,Smartphones,46653,815043
2023-02-21,A2362,Smartphones,465858,517714
2023-02-13,A2363,Ropa,383431,64900
2023-02-06,A2364,Herramientas,263548,138431
2022-12-07,A2365,Decoración,429790,738500
2022-12-18,A2366,Belleza,473136,338586
2023-01-19,A2367,Smartphones,311527,289391
2023-02-22,A2368,Belleza,642662,996365
2023-02-24,A2369,Muebles,215063,609495
2023-01-10,A2370,Herramientas,662508,398070
2023-01-02,A2371,Belleza,883177,409951
2023-02-21,A2372,Belleza,179082,872688
2022-12-31,A2373,Belleza,449606,50410
2022-12-09,A2374,Muebles,348930,178688
2023-02-25,A2375,Muebles,948563,908016
2023-01-24,A2376,Belleza,464844,853775
2023-02-14,A2377,Muebles,460159,995998
2023-02-07,A2378,Herramientas,903646,233020
2023-01-18,A2379,Smartphones,11374,228390
2022-12-23,A2380,Ropa,386332,233404
2023-02-19,A2381,Ropa,681045,719672
2023-01-02,A2382,Herramientas,137159,871824
2023-02-08,A2383,Smartphones,873650,680339
2022-12-05,A2384,Belleza,471479,993730
2022-12-22,A2385,Muebles,695080,999417
2023-01-22,A2386,Ropa,403870,184840
2022-12-30,A2387,Belleza,693790,275385
2022-12-20,A2388,Decoración,815736,705506
2022-12-09,A2389,Herramientas,104166,589844
2022-12-30,A2390,Belleza,104863,71356
2023-01-07,A2391,Muebles,648132,462818
2023-02-15,A2392,Smartphones,265525,710661
2023-02-20,A2393,Herramientas,742307,617701
2022-12-11,A2394,Ropa,493446,209416
2023-02-21,A2395,Muebles,265103,99635
2023-01-01,A2396,Ropa,959491,581108
2023-01-30,A2397,Decoración,759907,469057
2023-03-03,A2398,Smartphones,296734,169421
2023-02-13,A2399,Ropa,386556,959562
2022-12-04,A2400,Smartphones,13242,285888
2023-02-24,A2401,Herramientas,678368,651382
2022-12-22,A2402,Decoración,353926,549534
2023-03-02,A2403,Herramientas,209526,217197
2023-01-26,A2404,Ropa,823051,236179
2023-02-14,A2405,Decoración,842800,767412
2023-01-07,A2406,Smartphones,730220,829131
2023-01-07,A2407,Belleza,724000,831924
2022-12-25,A2408,Ropa,310383,501247
2023-02-15,A2409,Herramientas,363514,489139
2023-01-30,A2410,Smartphones,512082,715458
2023-01-16,A2411,Muebles,864216,159461
2022-12-16,A2412,Decoración,559550,96516
2023-02-16,A2413,Belleza,312476,329609
2022-12-07,A2414,Belleza,497954,179924
2023-01-07,A2415,Belleza,180615,320052
2022-12-25,A2416,Decoración,118216,561485
2023-02-14,A2417,Smartphones,912851,521533
2023-01-07,A2418,Ropa,389548,718928
2023-02-12,A2419,Herramientas,379668,896120
2023-02-10,A2420,Smartphones,643766,182451
2023-02-06,A2421,Herramientas,622799,339522
2022-12-17,A2422,Belleza,678848,782314
2022-12-03,A2423,Ropa,179471,889773
2023-01-17,A2424,Herramientas,770527,452704
2022-12-25,A2425,Smartphones,483018,63730
2022-12-09,A2426,Decoración,318524,784250
2023-02-26,A2427,Herramientas,996477,519061
2023-01-03,A2428,Smartphones,892179,567495
2023-03-02,A2429,Belleza,906469,548905
2023-01-05,A2430,Herramientas,992592,219511
2023-01-25,A2431,Smartphones,487890,169752
2022-12-18,A2432,Muebles,713877,868773
2023-02-25,A2433,Ropa,560148,183906
2023-02-15,A2434,Smartphones,9432,706978
2022-12-25,A2435,Smartphones,763618,504994
2023-02-24,A2436,Herramientas,990360,589909
2023-02-13,A2437,Muebles,672889,132149
2023-03-02,A2438,Belleza,945811,337094
2023-01-19,A2439,Smartphones,868827,963062
2022-12-04,A2440,Ropa,140345,323176
2023-01-14,A2441,Muebles,387344,739105
2022-12-06,A2442,Smartphones,367550,425335
2022-12-24,A2443,Belleza,809850,207812
2023-01-23,A2444,Ropa,69013,569357
2022-12-10,A2445,Ropa,18334,688422
2023-01-12,A2446,Belleza,585831,565097
2022-12-06,A2447,Belleza,196562,987280
2023-02-26,A2448,Decoración,755368,639330
2022-12-08,A2449,Decoración,4117,838409
2023-01-26,A2450,Decoración,705582,85289
2022-12-31,A2451,Muebles,500236,361725
2023-01-28,A2452,Smartphones,865968,189191
2023-02-03,A2453,Smartphones,832511,740122
2022-12-25,A2454,Belleza,260223,908564
2023-01-24,A2455,Ropa,583097,798191
2022-12-15,A2456,Muebles,10268,458841
2023-02-27,A2457,Muebles,362157,623361
2023-01-03,A2458,Herramientas,573657,155025
2023-01-13,A2459,Herramientas,373759,659436
2023-02-15,A2460,Ropa,90638,173782
2022-12-13,A2461,Herramientas,732425,855380
2023-02-23,A2462,Decoración,954205,497692
2022-12-29,A2463,Herramientas,420221,153245
2022-12-05,A2464,Ropa,912034,287033
2023-01-02,A2465,Muebles,491631,593816
2022-12-27,A2466,Decoración,992292,398850
2023-01-31,A2467,Smartphones,579094,815012
2023-02-16,A2468,Belleza,692176,514316
2022-12-12,A2469,Ropa,844440,181438
2022-12-27,A2470,Decoración,611365,802502
2023-02-19,A2471,Smartphones,913019,347742
2022-12-19,A2472,Belleza,826441,503724
2023-01-18,A2473,Ropa,62862,192108
2023-01-18,A2474,Herramientas,751455,270463
2022-12-14,A2475,Smartphones,919764,678636
2022-12-30,A2476,Ropa,696239,688907
2023-02-26,A2477,Herramientas,620011,519760
2022-12-12,A2478,Decoración,576617,743618
2023-02-27,A2479,Belleza,303417,55346
2022-12-19,A2480,Smartphones,888427,120929
2023-01-21,A2481,Herramientas,153075,442969
2023-02-20,A2482,Herramientas,190461,473476
2023-02-25,A2483,Decoración,515560,558217
2022-12-26,A2484,Decoración,490887,807709
2022-12-27,A2485,Ropa,416285,645218
2022-12-19,A2486,Muebles,632854,886373
2022-12-22,A2487,Belleza,711112,723327
2023-01-04,A2488,Muebles,760487,825447
2023-01-21,A2489,Belleza,980564,531759
2022-12-13,A2490,Muebles,121050,530607
2023-02-12,A2491,Herramientas,860921,334651
2023-01-21,A2492,Muebles,632872,872223
2022-12-07,A2493,Smartphones,502067,563486
2022-12-17,A2494,Herramientas,14906,930969
2023-02-28,A2495,Ropa,713976,443719
2023-02-01,A2496,Decoración,859063,879701
2022-12-17,A2497,Decoración,378705,880312
2023-02-10,A2498,Herramientas,163975,243282
2022-12-24,A2499,Muebles,254244,289843
2022-12-04,A2500,Herramientas,174081,534463
2023-02-16,A2501,Smartphones,848175,799895
2023-02-23,A2502,Smartphones,143025,288037
2023-02-21,A2503,Ropa,210772,533749
2022-12-18,A2504,Decoración,419240,642020
2022-12-06,A2505,Muebles,435580,613062
2023-03-02,A2506,Decoración,147978,675192
2023-01-23,A2507,Herramientas,395591,862209
2022-12-13,A2508,Smartphones,503948,151018
2023-02-14,A2509,Herramientas,975772,403588
2022-12-09,A2510,Belleza,186649,665899
2023-03-01,A2511,Decoración,964850,174122
2023-02-18,A2512,Muebles,467594,154419
2023-01-23,A2513,Smartphones,622835,142169
2022-12-03,A2514,Herramientas,690028,436543
2023-02-01,A2515,Herramientas,161909,329577
2023-02-10,A2516,Smartphones,404056,315659
2022-12-06,A2517,Herramientas,53267,679244
2023-02-12,A2518,Herramientas,645185,727880
2023-02-19,A2519,Herramientas,244271,592630
2023-02-09,A2520,Belleza,476853,920744
2023-01-06,A2521,Ropa,991097,722197
2023-02-17,A2522,Smartphones,179106,850619
2023-01-18,A2523,Ropa,149256,692829
2023-01-20,A2524,Smartphones,721022,396083
2023-01-16,A2525,Ropa,681503,407522
2023-02-20,A2526,Smartphones,963876,142485
2023-01-09,A2527,Belleza,230362,197564
2022-12-16,A2528,Decoración,188708,687448
2023-02-12,A2529,Ropa,351195,313168
2023-01-15,A2530,Ropa,846920,808873
2023-02-20,A2531,Ropa,940905,770620
2022-12-17,A2532,Herramientas,915334,540133
2023-02-02,A2533,Decoración,957787,697569
2023-02-11,A2534,Decoración,314929,682695
2023-01-06,A2535,Decoración,95264,247855
2022-12-10,A2536,Smartphones,248627,81817
2023-01-08,A2537,Belleza,204108,255301
2023-02-05,A2538,Decoración,666896,79912
2022-12-11,A2539,Muebles,831706,383003
2023-01-14,A2540,Ropa,977611,126263
2023-02-05,A2541,Decoración,633903,838375
2022-12-10,A2542,Smartphones,489880,608238
2023-01-27,A2543,Decoración,378108,668455
2022-12-04,A2544,Muebles,683887,892521
2023-02-05,A2545,Herramientas,304384,761637
2023-02-25,A2546,Smartphones,437587,966280
2022-12-04,A2547,Muebles,878672,463348
2023-01-21,A2548,Smartphones,71553,141924
2023-02-06,A2549,Decoración,631935,817162
2022-12-09,A2550,Ropa,969154,845538
2023-01-01,A2551,Smartphones,350213,929035
2023-01-28,A2552,Decoración,854968,766476
2023-02-21,A2553,Belleza,35296,166136
2023-02-28,A2554,Muebles,249119,370224
2023-01-18,A2555,Smartphones,726209,324919
2022-12-20,A2556,Smartphones,815570,723880
2022-12-22,A2557,Belleza,579655,178411
2022-12-29,A2558,Decoración,55910,361107
2023-02-20,A2559,Muebles,890919,648494
2022-12-19,A2560,Decoración,381464,844927
2023-02-06,A2561,Herramientas,615248,246987
2022-12-09,A2562,Muebles,473960,327728
2022-12-18,A2563,Belleza,973010,319442
2022-12-18,A2564,Smartphones,980992,139802
2022-12-10,A2565,Herramientas,735490,192936
2022-12-23,A2566,Muebles,197976,655828
2023-02-17,A2567,Decoración,548672,131306
2023-01-17,A2568,Ropa,917804,743576
2023-01-19,A2569,Herramientas,458627,238507
2023-01-10,A2570,Decoración,577172,621001
2022-12-23,A2571,Belleza,896142,126961
2023-02-11,A2572,Muebles,346578,337339
2023-01-20,A2573,Herramientas,356195,153656
2023-03-02,A2574,Herramientas,686241,77135
2023-01-19,A2575,Muebles,586006,431033
2022-12-28,A2576,Muebles,217874,513629
2022-12-09,A2577,Decoración,646146,358661
2022-12-19,A2578,Muebles,800839,461610
2023-01-27,A2579,Smartphones,821942,847085
2023-02-20,A2580,Ropa,650536,853911
2023-01-10,A2581,Belleza,130412,551274
